label	text_a	text_a_count
1	书拿到以后，宝宝爸爸先看得津津有味，非常有想象力，现在的小孩子真幸福啊，有这么好的书可供他们学习。	49
1	挺好的。在家跟着一快跳，省钱还方便	17
1	超好听!真希望去看他们的现场演出!	17
1	对佛教有兴趣，但是不甚了解的人可以看这本书	21
1	比较好看	4
1	包装挺精美的,虽然剧本纸有点糙但是很全,中英对照.音质很清晰,总的来说,很值!推荐大家买	44
1	非常经典，回忆童年。孩子爱听。	15
1	内容不错，做起来不易。	11
1	很有针对性、实用性。	10
1	内容相当完善细致，讲解深入浅出。算法学习的必读教材之一！	28
1	唯一的遗憾就是整张盘的演奏时间过短，维瓦尔第的那首时间也实在是太短了！整张盘总共也只有46分钟。	48
1	等了一個多月了啊！！終於到了！！！	17
1	继续FC，可惜只能继承级别，道具和魔法不能继承，另外豪华版的官方攻略手册太小，如果象FC的大开面的多好啊，快点出TC啊！！！！！	64
1	内容大家都知道的，效果还不错，挺清晰的，就是一盘太长了，好像要一个半小时。	37
1	好早之前买的~~送货挺快~~~CD看起来也不错~~歌就不用说了~~呵呵呵~~绝对要收藏么~	45
1	欧泊莱保湿乳用着蛮舒服，保湿效果还OK，只是缺少增白效果。不过用过皮肤看上去挺健康	41
1	10月份买的爱国者相机，就是这个T60，防抖效果不错，还有一些新的功能也给我带来全新的感觉，向全景拼接、笑脸快门什么的，很有意思。	65
1	中文配音的,这个系列的两个关于普拉提 的我都买了,都很好,搭配起来做相信很快能看到效果!	44
1	我女儿很喜欢，能提高对数学的兴趣	16
1	画质不错，没什么跳盘现象值得推荐！	17
1	让人了解自己，过一段时间就会拿出来看一下。	21
1	第一个《黄鹤楼》后面有些丢转的现象，其他的录音版本都很清楚，还算是比较全的。就是不知道能不能在车上的CD机里听？	56
1	年前还听了他们在北京21世纪剧院举办的现场音乐会，更震撼，看见两位老师还能保持艺术青春十分感慨。	48
1	CD不错，是正版的.	10
1	包装也很好满意	7
1	第一次是爸爸带我去电影院看的，那时还小，还真的对那些暗地里会动会说话的玩具充满遐想。如今不再天真，怎么办。收一张好碟子，重温儿时的快乐	67
1	不管是进入电话销售领域的,还是才入门的,这本书都值得一看!	29
1	刚刚乱七八糟下了订单就突然发现最爱的中孝介出了新砖……纠结~~~早就下载了台湾版的，好听程度远远超过《花间道》！	56
1	问题没有，用惯了N机的系统，只是不习惯这个系统，操作没有N机S系统方便	35
1	有点效果，特别是眼睛疲劳时效果比较明显，对得起这个价格。就是声音比较响。	36
1	请问这游戏是简体中文的吗？？	14
1	很喜欢犬夜叉这部片子，只是都买的这个碟子好像是盗版的，没看多长时间，拿出来居然超烫的~~~~	46
1	恩,8错8错,很好很好	11
1	是一个让人爱不释手的游戏，PVC软胶劳拉模型手办很不错，强烈推荐!	33
1	第二张碟的最后一首怎么都刻不进itunes去。累死我了。	28
1	他的歌能让你的灵魂得到净化!	14
1	人人都应该看看的影片 人人都应该拥有的版本	21
1	李云迪——才华横溢！卓越——将有无限空间！因品质  也因一流的服务   加油！！	40
1	很经典的电影一开始的时候让你笑到最后会让你哭买了以后送给外国人学中文用的．呵呵，估计很有难度	46
0	为什么老是没有，登记了n次，没信心了	18
1	15号下的单16号就涨了	12
1	专业的知识简单的语言很通透	13
1	播放英文音轨时，无法播放英文字幕或取消字幕。是制作商的问题吧。其它方面都OK. 宝宝很喜欢，我也很喜欢	51
1	一到货就在单位试了，敏感调节到最右边了，才能有时准，有时多。座在凳子上转两圈也计数。	42
1	包装精美.不错	7
1	快点进货阿，谢谢阿	9
1	经典中的经典！我很喜欢	11
1	看了一部分感觉不错,所以也来评论一下.但感觉缺少了一些胎教的具体例子.	35
1	女朋友过生日，我买了一本送给她。她看了以后告诉我非常好。	28
1	性价比比较高的一款台灯，个人非常喜欢，整体质感很好！！	27
1	买了有一段时间，不知什么原因刚刚看。看了，心里很痛，那些似曾经历的往事，那些时常会袭击的痛楚.....也许痛真的是可以通向爱的途径。	66
1	画面比普通的要好，修复过的画面颜色很艳丽。	21
1	日本人写的书 重实践	10
1	价廉物美，inexpensive!非常惭愧，一本2.4元的书还免费送货上门，大热天的~有个小小的遗憾就是文章太少了~~~~。。。书还是非常棒的！	72
1	孩子很喜欢，已经能够跟着光盘说的很好了！	20
1	大富翁游戏是很多人都喜欢玩的游戏，我老婆也不例外，买回来就玩个没完	33
1	画面超美 我超喜欢！o(∩_∩)o...	20
1	我在99买的,六块~	10
1	这本书很不错，如果有类似他的作品希望能继续推荐。	24
1	送货时间 很及时 恩 感觉挺好 香水质量 也可以 就是瓶盖 为什么有点松动 跟50ml的瓶盖的 材料不一样的	54
1	个人感觉已经写透了,就看观书者个人的经历了,越是真理越简单!	30
1	金山毒霸2009已经发行了一段时间了,joyo为什么一直没有销售?	33
1	希望卓越网能引进法国第一美女苏菲.玛索的主演《第一次接触》又名初吻，这也是她的成名作。	43
1	对于这张碟，没什么可再多说的了，就是喜欢！	21
1	请问是正品吗？有发票吗？	12
1	刚收到就降价~还降了三块多	13
0	书的质量还可以，但是也达不到我的标准	18
1	很好听哦！节奏欢快！	10
1	作为历史普及读物是不错的	12
1	强烈推荐彼德鲁什卡！我最喜欢的斯特拉文斯基的作品	24
1	DVD里具体是……？	10
0	勿以恶小而为之！最近发生的事情很不好！你们内部有问题	26
1	好听，特别是尚雯婕翻唱的那些曲目。别有风味	21
1	译文出版社的书还是很值得信赖的，呵呵，简洁的风格很适合这本书，唯一美中不足的是字体偏小	43
1	不是吧!!我也准备下单买这本书啊??不是说 卓越还不错吗慕名而来啊难道....????	43
1	质量不错画面挺清晰的	10
1	答案带分析很详细，满好	11
1	乒乓球羽毛球都是我喜欢的，不过是业余爱好者，没人指导，买的这几张碟还是很有帮助的	40
1	儿子无论到哪里都想着带上这个杯子。有个提手，很方便	25
1	歌曲很喜欢！	6
1	经典，不买来看真的浪费。。	13
1	观望一下 降到500以下买来用~ 很实用简约~ 买来送妈妈~~	31
1	三个专辑这个是最好听的。很好听~~~	18
1	和《三个和尚》一样，没有人物语言的动画片，是我心里的经典。	29
1	女儿不太喜欢玩具，却非常喜欢我买给她的书，看后女儿都可以给我们讲出来。	35
1	很精彩，效果也好，喜欢易中天！	15
1	不买是你的损失！！如果你是刚丝~~就一定要支持正版！！	27
1	软件是很好用，可惜盒装在中国的不支持续期使用的，软件公司说有续期版本卖，但在它的官网是没有续期卖的，在市场上更是大海捞针才可以买得到！！！	69
1	比学校的教材好多了	9
1	美好而平实的童年生活，每个人都梦想拥有的完美的哥哥，充满爱的家，在这温暖的背景下战争格外触目	46
1	画面操作都不错，喜欢二战动作射击游戏的朋友可以考虑一下！	28
1	有没有补丁遇到某些特殊的客人不会死机的？	20
1	"是我听过的内地原创音乐中最好的兼具流行性和民族性,还有自己的风格每首歌都很棒,是当之无愧的一个""传奇"""	51
1	刚用了几次，不过挺方便的	12
1	包装很精致，还没有时间去看	13
1	爱美的女士一定要买的哦，书中的养颜法挺实用的，是一本不错的书，放在床头柜上，想翻就翻	42
1	非常喜欢这部纪录片	9
1	折后价18多.到下午准备下单又飘到22了,现在下单了.买了9本书.现在一看.又降了,.JOYO玩嘢.	50
1	历史原来可以这么轻松～	11
1	不知道支持扩大内存吗？能装内存卡吗？	18
1	买了2本,红色和蓝色,挺厚的,很适合1-3岁左右的小孩看,宝贝每天痘吵着叫我给他讲故事,这本书太有帮助了	52
1	真本书很好啊，呵呵	9
1	已提交了订单，还不知道效果如何呢。能有哥哥2000年热情香港压轴版就好了。。。。。。	42
1	在新加坡时就开始用，量多，价格也公道，冬夏用都没什么不适的。不过毛孔收缩的效果一般。	42
1	因为喜欢开复老师才买的，真的受益匪浅~ 书的质量也很好	27
1	喜欢朗咸平的DVD	9
1	内容很全面，不过纸张的质量差了点	16
1	包装精美，歌曲经典，值得珍藏！	15
1	修行者必备的一本书。南师在书中把修行的要点重点又重新讲了一遍。....字体也 很大，很适合阅读。	48
1	主机/机头锂电池小型旅行充电器立体声耳机用户手册（内含保修卡）说明书CD-ROM光盘串号贴A数据线请问没有照相功能么？？？？	62
1	非常实用的东东，可惜价钱好贵噢。。还不像其他杀毒软件什么的，可以有三台机子同时用。。。。强烈要求改进！！！	53
1	准备购买	4
1	界面美观，使用方便，扫描速度快，上网安心了。	22
1	很不错！值得推荐！	9
1	物美价廉，性价比也很高	11
1	能不能进点繁体版的三国无双4或日文版的三国无双5啊	25
1	唱片业为数不多的能打80分以上的专辑~~喜爱欧美音乐的朋友绝对不能错过~(虽然和原盘来说删了几首歌)	50
1	书挺便宜的，到的也挺快的。支持，只是书比较少，后来买的书都是从其他地方买的。所以买书的积分不能都积在这个网站上。	56
1	终于等到老板的专辑啦，《i am 魏佳庆》带给我们最真实的老板，最感动的声音~	39
1	喜欢读书，但是时间不太多的人很适合。	18
1	拉杆箱质量不错，很结实，相比在商场里买的实惠多了	24
1	质量看起来还多不错的	10
1	如题 就不多剧透了~~ 读完后觉得有些悲哀。。。真的是超赞的这本书！！^^	37
1	新世界野性篇情节一般，像是在给人上课；非洲野性篇相当经典，超乎想象，大家最好就买后者。绝对百看不厌！！	51
1	对生命的体悟要深。。。。	12
1	对于喜欢传统戏的粉丝,无疑是可以收藏的佳本.	22
1	首先，支持越狱！这个挺物有所值的	16
1	这套碟绝对值得收藏，不过这价有点贵，平均得25元/碟。象我们这样没钱的只能去买8元/碟的了，那叫一个享受。	53
1	两岁半的侄儿很喜欢，通过剪贴学会了用剪刀，小朋友都喜欢走迷宫。	31
1	绅士们的歌声太棒了	9
1	讲的挺好，画质也不错，就是速度太快了，有点心忙，每次练得满头大汗，会继续坚持的	39
1	我买的是470ml的。不是韩国进口的，不过质量不错，也没有其他味道。就是隔茶的过滤网有时因为真空的愿意会造成倒不出水来。	60
1	便宜又好用	5
1	孩子喜欢听上面的故事，不错！	14
1	陆川之所以用日本人的眼光来表达这部电影，是不想纯粹只是引起单纯的民族仇恨而已。	39
1	印刷精良~~！！内容就不用多说了，张爱玲写的，很有味道~值得收藏~！	34
1	就是光盘里面朗读的哥们，说话有点让人受不了	21
1	电视剧看了好几遍了，这次买D9是为了收藏的，画面很清晰，品质很不错啊，值得收藏，很喜欢~~	45
1	要比一般市面上卖得强很多，基本上包括了能玩的小游戏。	26
1	很好看的一本书，结局让我好感动，推理也很精彩，悬疑性较强	28
1	虽然已经玩过但是也要留作纪念啊！记得凯文的称号在日文版中是外法狩猎，现在变成一段制裁者了，汗啊~	48
1	不错，终于出数码修复版的了，记得以前买过一个版不太好，希望这个数码修复版会让我满意。给孩子看经典的迪士尼比现在新出的乱七八糟的动画片好多了阿！	71
1	多媒体学AutoCAD 2007 教材很好	21
1	今天快递员送来时居然手机里有张联通卡，我晕，卓越呀！你的手机肯定在什么环节被动了手脚，让我好失望呀！我拒收了，我想我再也不敢在卓越定东西了	69
1	一只喜欢蕙兰，图像清晰	11
1	好的产品与大家一起分享	11
1	喜欢模拟游戏的朋友会喜欢	12
1	这书在书店看过,被它一语命中,因为学了那么久OO,结果却不会用,这书点醒了我	38
1	昨天刚收到机子，玩了一晚上，一格的电池用到今天，电池应该还可以。感觉屏幕不是很好，有些不清楚。其它方面都还行，对得起这个价格啦。推荐购买	68
1	轻松愉快的片子	7
1	都半年了 才有蓝色款 想啥呢	14
1	书到了才发现原来这本书竟然是我们大学里的计算机专业的教科书，还有很多大学也都是用的这本书，应该说是很不错的，只是纸张不是很好	62
1	很喜欢这里面的字字句句，写的我都很喜欢。	20
1	这个东西这个价就对了	10
1	明知山有虎，偏向虎山行。。。明知是个坑，还得往里钻。。。这就是我们可爱的正版玩家。。。	43
1	这款不错，而且价格比商场的要便宜，还可以，算很合适了！！	28
1	看几遍了还是会笑！	9
1	可玩性高。	5
1	我本身就喜欢他们！呵呵～专辑不错，价格较外面便宜一些，值了～	30
1	是给朋友的生日礼物 她很喜欢	14
1	不象第一张那样令人惊喜，但是还是用料十足，2张，10*2， 歌词本，很精致	37
1	大陆摇滚和市场结合最好的人。	14
1	看一下会受意非浅。	9
1	喜欢,不过要好音响才有好效果.很低呦!	19
1	交响情人梦,漫画动画影视音乐,相关产品有那么多的,光音乐就有好多好多!对古典乐推广有它独特的作用~~虽然相比之下引进版不能让人很满意但也是个惊喜了.	74
1	网页上写是赠512M的卡，但今天拿到手的是1G的卡，多了一倍，不错。	34
1	我在网上挑选了好久，最后选择了这个版本，回家听后感觉超棒，同时也买了邓丽君珍藏1，里面的歌比较齐全，也很好听，都是我喜欢的。赞一个！	66
1	用起来很好,到货的时候也非常快!	16
